Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,ValueK,Flag,Flag Description
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1988,1988,gigagrams,539.9497,0.54,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1989,1989,gigagrams,521.4266,0.52,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1990,1990,gigagrams,505.919,0.51,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1991,1991,gigagrams,598.9415,0.6,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1992,1992,gigagrams,608.0458,0.61,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1993,1993,gigagrams,629.9912,0.63,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1994,1994,gigagrams,633.0183,0.63,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1995,1995,gigagrams,646.8762,0.65,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1996,1996,gigagrams,673.0304,0.67,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1997,1997,gigagrams,699.1079,0.7,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1998,1998,gigagrams,709.271,0.71,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",1999,1999,gigagrams,669.2475,0.67,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2000,2000,gigagrams,633.5516,0.63,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2001,2001,gigagrams,635.9955,0.64,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2002,2002,gigagrams,605.0648,0.61,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2003,2003,gigagrams,583.8751,0.58,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2004,2004,gigagrams,531.6742,0.53,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2005,2005,gigagrams,507.9716,0.51,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2006,2006,gigagrams,512.4949,0.51,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2007,2007,gigagrams,547.3851,0.55,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2008,2008,gigagrams,545.2826,0.55,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2009,2009,gigagrams,544.7455,0.54,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2010,2010,gigagrams,671.6147,0.67,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2011,2011,gigagrams,690.0918,0.69,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2012,2012,gigagrams,719.6683,0.72,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2013,2013,gigagrams,739.8105,0.74,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2014,2014,gigagrams,417.6078,0.42,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2015,2015,gigagrams,430.0883,0.43,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2016,2016,gigagrams,414.6382,0.41,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1058,"Meat, chicken",2017,2017,gigagrams,410.1341,0.41,Fc,Calculated data
