Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,ValueK,Flag,Flag Description
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1975,1975,gigagrams,626.4093,0.63,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1976,1976,gigagrams,616.6216,0.62,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1977,1977,gigagrams,606.834,0.61,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1978,1978,gigagrams,645.9846,0.65,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1979,1979,gigagrams,653.8147,0.65,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1980,1980,gigagrams,710.583,0.71,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1981,1981,gigagrams,719.3919,0.72,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1982,1982,gigagrams,769.1131,0.77,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1983,1983,gigagrams,701.7741,0.7,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1984,1984,gigagrams,679.2626,0.68,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1985,1985,gigagrams,681.2201,0.68,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1986,1986,gigagrams,714.87,0.71,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1987,1987,gigagrams,698.3583,0.7,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1988,1988,gigagrams,688.5412,0.69,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1989,1989,gigagrams,645.0058,0.65,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1990,1990,gigagrams,609.7703,0.61,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1991,1991,gigagrams,538.2422,0.54,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1992,1992,gigagrams,542.9696,0.54,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1993,1993,gigagrams,533.8867,0.53,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1994,1994,gigagrams,529.4627,0.53,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1995,1995,gigagrams,507.9103,0.51,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1996,1996,gigagrams,500.9317,0.5,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1997,1997,gigagrams,478.841,0.48,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1998,1998,gigagrams,472.5475,0.47,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",1999,1999,gigagrams,484.508,0.48,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2000,2000,gigagrams,480.1231,0.48,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2001,2001,gigagrams,493.3658,0.49,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2002,2002,gigagrams,519.1367,0.52,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2003,2003,gigagrams,524.099,0.52,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2004,2004,gigagrams,575.3373,0.58,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2005,2005,gigagrams,580.7108,0.58,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2006,2006,gigagrams,479.575,0.48,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2007,2007,gigagrams,480.084,0.48,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2008,2008,gigagrams,495.3429,0.5,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2009,2009,gigagrams,534.6207,0.53,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2010,2010,gigagrams,552.7377,0.55,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2011,2011,gigagrams,519.1367,0.52,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2012,2012,gigagrams,524.1675,0.52,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2013,2013,gigagrams,575.0437,0.58,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2014,2014,gigagrams,580.7108,0.58,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2015,2015,gigagrams,587.5034,0.59,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2016,2016,gigagrams,580.7891,0.58,Fc,Calculated data
EI,Emissions intensities,68,France,7231,Emissions (CO2eq),1062,"Eggs, hen, in shell",2017,2017,gigagrams,578.4498,0.58,Fc,Calculated data
